City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,Rajapalaiyam,IN,2022-02-01 03:23:16,9.45,77.5667,75.29,78,37,3.8
381,Portachuelo,BO,2022-02-01 03:23:16,-17.35,-63.4,70.7,98,64,2.64
382,Veseli Nad Luznici,CZ,2022-02-01 03:23:17,49.1843,14.6973,34.05,87,100,10.0
383,Sao Filipe,CV,2022-02-01 03:23:17,14.8961,-24.4956,73.58,72,100,16.87
384,Sulangan,PH,2022-02-01 03:23:17,11.1373,123.7228,81.09,76,54,11.56
385,Mahasamund,IN,2022-02-01 03:23:17,21.1,82.1,64.67,29,12,4.25
386,Aras,ES,2022-02-01 03:23:18,42.5617,-2.356,41.41,76,75,19.57
387,Pangnirtung,CA,2022-02-01 03:23:18,66.1451,-65.7125,-29.99,94,97,4.41
388,Maniitsoq,GL,2022-02-01 03:23:18,65.4167,-52.9,11.21,87,96,9.71
389,Itarema,BR,2022-02-01 03:23:19,-2.9248,-39.9167,78.44,76,74,10.71
390,Olinda,BR,2022-02-01 03:23:19,-8.0089,-34.8553,80.33,83,40,2.3
391,Kavieng,PG,2022-02-01 03:23:12,-2.5744,150.7967,79.86,85,97,13.8
392,Pinawa,CA,2022-02-01 03:23:19,50.1489,-95.8811,25.9,96,100,11.25
393,Astana,KZ,2022-02-01 03:23:20,51.1801,71.446,1.35,85,20,6.71
394,Leh,IN,2022-02-01 03:22:09,34.1667,77.5833,5.07,93,99,2.77
395,Pisco,PE,2022-02-01 03:23:20,-13.7,-76.2167,71.65,78,100,10.36
396,Harper,LR,2022-02-01 03:23:20,4.375,-7.7169,77.68,85,88,3.09
397,Cochrane,CA,2022-02-01 03:21:36,51.1834,-114.4687,10.67,66,100,3.44
398,Magadan,RU,2022-02-01 03:23:21,59.5667,150.8,8.04,77,97,10.11
399,Bafra,TR,2022-02-01 03:23:21,41.5678,35.9069,35.38,81,27,6.62
400,Kadhan,PK,2022-02-01 03:23:21,24.481,68.9859,68.13,62,0,2.98
401,Vardo,NO,2022-02-01 03:23:22,70.3705,31.1107,22.12,82,29,8.59
402,Tautira,PF,2022-02-01 03:23:22,-17.7333,-149.15,86.02,78,29,20.09
403,Nordfjordeid,NO,2022-02-01 03:23:22,61.9063,5.9915,32.27,94,100,5.97
404,Igarka,RU,2022-02-01 03:23:23,67.4667,86.5833,4.84,95,100,16.02
405,Makungu,TZ,2022-02-01 03:23:23,-8.7333,35.2833,63.61,97,99,0.47
406,Ngama,TD,2022-02-01 03:23:23,11.7833,17.1667,57.34,18,9,9.98
407,Alamosa,US,2022-02-01 03:23:24,37.4695,-105.87,31.51,79,0,0.0
408,Wenling,CN,2022-02-01 03:24:24,28.3669,121.36,43.92,85,100,12.71
409,Manutuke,NZ,2022-02-01 03:24:24,-38.6833,177.9167,79.99,60,98,13.51
410,Guanica,PR,2022-02-01 03:24:25,17.9716,-66.908,75.97,81,32,1.99
411,Denpasar,ID,2022-02-01 03:24:25,-8.65,115.2167,87.46,66,20,10.36
412,Guadalupe Victoria,MX,2022-02-01 03:24:25,32.2869,-115.105,62.67,15,100,6.93
413,Kutum,SD,2022-02-01 03:24:25,14.2,24.6667,46.42,31,1,7.4
414,Panguna,PG,2022-02-01 03:24:26,-6.3164,155.4848,79.2,69,100,4.05
415,Burns Lake,CA,2022-02-01 03:24:26,54.2331,-125.7533,20.62,99,85,2.48
416,Mampong,GH,2022-02-01 03:24:26,7.0627,-1.4001,66.34,39,98,2.46
417,Kuusamo,FI,2022-02-01 03:24:27,65.9667,29.1833,-3.96,84,100,3.44
418,Rutland,US,2022-02-01 03:24:27,43.6167,-73.0162,14.25,79,0,1.99
419,Tucuman,AR,2022-02-01 03:24:27,-26.8241,-65.2226,75.2,60,75,12.66
420,Roebourne,AU,2022-02-01 03:24:28,-20.7833,117.1333,92.77,54,100,14.38
421,Labuhan,ID,2022-02-01 03:24:28,-6.8844,112.2051,83.59,72,97,7.47
422,Tarakan,ID,2022-02-01 03:24:28,3.3,117.6333,87.3,62,40,8.05
423,Belmonte,BR,2022-02-01 03:24:29,-15.8631,-38.8828,79.3,87,6,8.46
424,Kirakira,SB,2022-02-01 03:24:29,-10.4544,161.9205,83.53,77,85,5.53
425,Dakar,SN,2022-02-01 03:24:29,14.6937,-17.4441,70.68,83,93,11.5
426,San Patricio,US,2022-02-01 03:24:29,28.017,-97.5169,62.69,91,99,10.04
427,Bhilwara,IN,2022-02-01 03:24:30,25.35,74.6333,62.71,62,0,3.89
428,Verkhoyansk,RU,2022-02-01 03:24:30,67.5447,133.385,-25.44,97,100,1.05
429,Porto Santo,PT,2022-02-01 03:24:30,33.072,-16.3415,64.31,77,20,24.16
430,Kysyl-Syr,RU,2022-02-01 03:24:31,63.8986,122.7617,-23.19,97,70,4.92
431,Vokhtoga,RU,2022-02-01 03:24:31,58.8147,41.0461,18.64,96,98,7.14
432,Worland,US,2022-02-01 03:24:31,44.0169,-107.9554,31.87,50,100,8.05
433,Charagua,BO,2022-02-01 03:24:32,-19.8,-63.2167,67.77,87,97,4.34
434,Camopi,GF,2022-02-01 03:24:32,3.1655,-52.3158,70.79,99,99,1.83
435,Maku,IR,2022-02-01 03:24:32,39.2911,44.4521,18.16,79,91,6.89
436,Ayan,RU,2022-02-01 03:24:32,56.45,138.1667,1.96,64,95,14.63
437,Trinidad,BO,2022-02-01 03:24:33,-14.8333,-64.9,71.78,96,72,4.72
438,Mehamn,NO,2022-02-01 03:24:33,71.0357,27.8492,19.74,88,70,10.0
439,Loubomo,CG,2022-02-01 03:24:33,-4.1997,12.6739,70.54,96,71,2.48
440,Skjervoy,NO,2022-02-01 03:24:34,70.0311,20.9714,32.59,58,100,12.26
441,Capoterra,IT,2022-02-01 03:24:34,39.1763,8.9718,49.71,72,20,12.66
442,Avera,US,2022-02-01 03:24:34,33.194,-82.5271,44.47,55,20,5.17
443,Khorramshahr,IR,2022-02-01 03:24:35,30.4397,48.1664,55.36,88,75,6.91
444,Dingle,PH,2022-02-01 03:24:35,10.9995,122.6711,83.25,73,90,13.58
445,Lipin Bor,RU,2022-02-01 03:24:35,60.2622,37.9763,16.21,96,99,7.74
446,Koumac,NC,2022-02-01 03:24:36,-20.5667,164.2833,83.98,67,85,10.56
447,Talnakh,RU,2022-02-01 03:24:36,69.4865,88.3972,6.21,94,98,8.81
448,Nerchinskiy Zavod,RU,2022-02-01 03:24:36,51.3088,119.61,-8.16,89,34,1.43
449,Deming,US,2022-02-01 03:21:10,32.2687,-107.7586,53.78,20,0,12.66
450,Hoi An,VN,2022-02-01 03:24:37,15.8794,108.335,73.36,81,99,7.94
451,San Felipe,VE,2022-02-01 03:24:37,10.3399,-68.7425,70.95,90,72,4.83
452,Cortez,US,2022-02-01 03:20:57,37.3489,-108.5859,38.41,42,0,6.91
453,Stornoway,GB,2022-02-01 03:24:37,58.2093,-6.3865,49.03,83,100,15.01
454,Camacha,PT,2022-02-01 03:24:38,33.0833,-16.3333,61.56,77,20,24.16
455,Vilhena,BR,2022-02-01 03:24:38,-12.7406,-60.1458,66.36,99,100,2.8
456,Xichang,CN,2022-02-01 03:25:38,27.8964,102.2634,40.32,97,100,2.8
457,Fairbanks,US,2022-02-01 03:25:29,64.8378,-147.7164,-16.4,73,0,0.0
458,Villazon,BO,2022-02-01 03:25:39,-22.0866,-65.5942,47.3,80,100,7.58
459,Amapa,BR,2022-02-01 03:25:39,1.0,-52.0,70.84,99,100,1.43
460,Lakefield,US,2022-02-01 03:25:39,43.6775,-95.1717,37.89,82,0,5.01
461,Orange Cove,US,2022-02-01 03:25:40,36.6244,-119.3137,53.26,62,100,1.45
462,Vestmannaeyjar,IS,2022-02-01 03:25:40,63.4427,-20.2734,34.36,78,28,39.64
463,Sinyavskoye,RU,2022-02-01 03:25:40,47.277,39.2789,32.76,91,25,8.12
464,Yuli,NG,2022-02-01 03:22:07,9.6989,10.2744,61.16,27,9,6.89
465,Panormos,GR,2022-02-01 03:25:41,35.4182,24.6909,51.66,79,59,11.16
466,Evensk,RU,2022-02-01 03:25:41,61.95,159.2333,21.69,55,100,27.45
467,Pringsewu,ID,2022-02-01 03:25:41,-5.3582,104.9744,83.77,70,99,2.37
468,Redcliffe,AU,2022-02-01 03:25:42,-27.2307,153.0973,101.43,67,20,16.11
469,Gornopravdinsk,RU,2022-02-01 03:25:42,60.05,69.9,4.06,97,100,4.03
470,Zemio,CF,2022-02-01 03:25:42,5.0314,25.1361,67.03,31,55,1.92
471,Illela,NG,2022-02-01 03:25:42,13.7292,5.2975,57.88,11,0,11.45
472,Sao Gabriel Da Cachoeira,BR,2022-02-01 03:25:43,-0.1303,-67.0892,76.08,79,93,0.69
473,Bairnsdale,AU,2022-02-01 03:25:43,-37.8333,147.6167,76.69,70,25,3.0
474,Olyka,UA,2022-02-01 03:25:43,50.7186,25.8125,18.63,95,47,7.56
475,Huntington,US,2022-02-01 03:23:56,38.4193,-82.4452,30.99,90,71,3.74
476,Ponta Delgada,PT,2022-02-01 03:25:44,37.7333,-25.6667,58.5,72,20,6.91
477,Tazovskiy,RU,2022-02-01 03:25:44,67.4667,78.7,-0.02,98,100,5.99
478,Tura,IN,2022-02-01 03:25:44,25.5198,90.2201,62.51,51,74,5.48
479,Chernyshevskiy,RU,2022-02-01 03:25:45,63.0128,112.4714,-18.08,96,70,1.81
480,Srednebelaya,RU,2022-02-01 03:25:45,50.6594,128.0106,8.98,79,18,9.17
481,Hokitika,NZ,2022-02-01 03:25:45,-42.7167,170.9667,69.49,69,100,6.87
482,Klishkivtsi,UA,2022-02-01 03:25:46,48.4316,26.2623,31.06,83,89,0.87
483,Lewisporte,CA,2022-02-01 03:25:46,49.2499,-55.0482,23.38,82,14,8.1
484,Labuan,MY,2022-02-01 03:25:46,5.2767,115.2417,88.16,62,20,5.75
485,Andros Town,BS,2022-02-01 03:25:47,24.7,-77.7667,62.56,58,1,16.06
486,Ilhabela,BR,2022-02-01 03:25:47,-23.7781,-45.3581,76.51,82,98,4.83
487,Adeje,ES,2022-02-01 03:25:47,28.1227,-16.726,64.56,54,0,1.99
488,San Quintin,MX,2022-02-01 03:22:24,30.4833,-115.95,57.65,78,72,9.48
489,Chumikan,RU,2022-02-01 03:25:48,54.7183,135.315,3.72,75,89,14.63
490,Salinopolis,BR,2022-02-01 03:25:48,-0.6136,-47.3561,76.73,80,99,11.97
491,Jinchang,CN,2022-02-01 03:25:48,38.4953,102.1739,20.17,31,100,1.28
492,Lagos,NG,2022-02-01 03:22:15,6.5833,3.75,75.52,91,28,3.53
493,Fethiye,TR,2022-02-01 03:25:49,36.6217,29.1164,35.47,72,93,2.71
494,Auki,SB,2022-02-01 03:25:49,-8.7676,160.7034,85.48,68,76,5.73
495,Ronneby,SE,2022-02-01 03:25:49,56.21,15.276,18.1,100,100,0.0
496,Stephenville,US,2022-02-01 03:25:50,32.2207,-98.2023,56.8,88,40,8.05
497,Apache Junction,US,2022-02-01 03:25:50,33.4151,-111.5496,60.66,38,0,1.01
498,Rosarito,MX,2022-02-01 03:25:50,32.3333,-117.0333,56.41,76,99,2.48
499,Paamiut,GL,2022-02-01 03:25:51,61.994,-49.6678,18.43,81,100,9.46
500,Wrexham,GB,2022-02-01 03:25:51,53.0,-3.0,48.38,95,100,18.1
501,Quatre Cocos,MU,2022-02-01 03:25:51,-20.2078,57.7625,81.09,78,100,22.48
502,Pio Ix,BR,2022-02-01 03:25:52,-6.8375,-40.5792,71.02,64,2,3.96
503,Maningrida,AU,2022-02-01 03:26:52,-12.0667,134.2667,83.23,78,93,17.96
504,San Pedro,PH,2022-02-01 03:26:52,14.35,121.0167,84.31,64,75,4.61
505,Sambava,MG,2022-02-01 03:26:53,-14.2667,50.1667,76.14,86,100,7.96
506,High Level,CA,2022-02-01 03:25:16,58.5169,-117.136,-16.49,83,0,0.0
507,Acarau,BR,2022-02-01 03:26:53,-2.8856,-40.12,78.31,78,79,11.27
508,Mweka,CD,2022-02-01 03:26:53,-4.85,21.5667,68.29,95,100,1.48
509,Rocha,UY,2022-02-01 03:26:54,-34.4833,-54.3333,57.15,68,2,2.42
510,Tutoia,BR,2022-02-01 03:26:54,-2.7619,-42.2744,78.78,84,78,12.35
511,Ostrovnoy,RU,2022-02-01 03:26:54,68.0531,39.5131,15.13,95,100,3.69
512,Yellandu,IN,2022-02-01 03:26:55,17.6,80.3333,69.87,38,6,1.21
513,The Valley,AI,2022-02-01 03:26:55,18.217,-63.0578,77.14,78,20,3.44
514,Sonderso,DK,2022-02-01 03:26:55,55.4853,10.2554,35.73,73,100,12.26
515,Hualmay,PE,2022-02-01 03:26:56,-11.0964,-77.6139,70.81,82,36,7.38
516,Port Hedland,AU,2022-02-01 03:26:56,-20.3167,118.5667,93.25,62,98,13.8
517,Hamilton,US,2022-02-01 03:23:18,39.1834,-84.5333,34.79,73,100,1.01
518,Saint-Francois,FR,2022-02-01 03:26:56,46.4154,3.9054,33.24,80,0,8.05
519,Tres Arroyos,AR,2022-02-01 03:26:57,-38.3739,-60.2798,57.67,33,6,13.06
520,Sisimiut,GL,2022-02-01 03:26:57,66.9395,-53.6735,5.5,89,100,5.41
521,Council Bluffs,US,2022-02-01 03:26:57,41.2619,-95.8608,49.23,47,75,11.5
522,Moerai,PF,2022-02-01 03:26:58,-22.4333,-151.3333,80.37,74,89,15.59
523,Rostovka,RU,2022-02-01 03:26:58,55.3842,71.8891,18.54,96,95,8.61
524,Lasem,ID,2022-02-01 03:26:58,-6.6922,111.4527,83.84,74,90,5.88
525,Sorong,ID,2022-02-01 03:26:59,-0.8833,131.25,82.58,69,100,13.85
526,Pemberton,CA,2022-02-01 03:26:59,50.3164,-122.8027,28.26,96,22,1.59
527,Ararat,AM,2022-02-01 03:26:59,39.8317,44.7049,25.14,70,64,1.88
528,Kargasok,RU,2022-02-01 03:27:00,59.0556,80.8572,5.34,95,65,8.19
529,Nabire,ID,2022-02-01 03:27:00,-3.3667,135.4833,83.62,66,100,4.34
530,Riyadh,SA,2022-02-01 03:27:00,24.6877,46.7219,62.74,43,93,6.13
531,Mamakan,RU,2022-02-01 03:27:01,57.8161,114.0028,-7.96,95,100,0.47
532,Plouzane,FR,2022-02-01 03:27:01,48.3833,-4.6167,48.52,84,100,9.22
533,Maragogi,BR,2022-02-01 03:23:05,-9.0122,-35.2225,77.85,82,27,6.4
534,Floro,NO,2022-02-01 03:27:01,61.5996,5.0328,31.96,93,100,16.11
535,Fort Nelson,CA,2022-02-01 03:27:02,58.8053,-122.7002,-13.41,84,20,0.0
536,Ulaanbaatar,MN,2022-02-01 03:25:16,47.9077,106.8832,-11.07,70,23,0.0
537,San Ramon,US,2022-02-01 03:25:59,37.7799,-121.978,52.41,84,0,0.0
538,Arlit,NE,2022-02-01 03:27:02,18.7369,7.3853,52.79,21,0,4.59
539,Kagoro,NG,2022-02-01 03:27:03,9.6,8.3833,59.95,24,28,7.94
540,Sakakah,SA,2022-02-01 03:27:03,29.9697,40.2064,42.37,65,0,7.83
541,Iquique,CL,2022-02-01 03:27:03,-20.2208,-70.1431,69.84,73,0,3.24
542,Jiexiu,CN,2022-02-01 03:27:03,37.0244,111.9125,25.29,40,39,2.57
543,Port Macquarie,AU,2022-02-01 03:25:05,-31.4333,152.9167,87.89,64,5,10.29
544,Candido Mendes,BR,2022-02-01 03:27:04,-1.4467,-45.7167,72.19,91,100,5.06
545,Santo Antonio Do Ica,BR,2022-02-01 03:27:04,-3.1022,-67.9397,76.08,90,76,1.19
546,Blytheville,US,2022-02-01 03:28:05,35.9273,-89.919,51.48,49,0,5.99
547,Belawan,ID,2022-02-01 03:28:05,3.7755,98.6832,86.29,71,54,4.52
548,Teya,RU,2022-02-01 03:28:05,60.3778,92.6267,-3.91,98,82,3.51
549,Vicente Guerrero,MX,2022-02-01 03:28:05,19.1194,-98.1708,57.43,54,35,5.21
550,Cockburn Town,TC,2022-02-01 03:28:06,21.4612,-71.1419,74.34,71,98,19.89
551,Los Llanos De Aridane,ES,2022-02-01 03:28:06,28.6585,-17.9182,56.95,66,0,5.99
552,Srandakan,ID,2022-02-01 03:28:06,-7.9386,110.2506,84.15,69,91,5.93
553,Cabedelo,BR,2022-02-01 03:28:07,-6.9811,-34.8339,77.67,75,25,9.89
554,Saint-Pierre,RE,2022-02-01 03:28:07,-21.3393,55.4781,80.24,73,75,12.66
555,Mikun,RU,2022-02-01 03:28:07,62.3547,50.0771,0.9,99,75,4.76
556,Yeppoon,AU,2022-02-01 03:28:08,-23.1333,150.7333,94.78,61,97,12.53
557,Caibarien,CU,2022-02-01 03:28:08,22.5206,-79.4669,56.52,61,5,14.58
558,Aswan,EG,2022-02-01 03:28:08,24.0934,32.907,49.78,61,0,6.62
559,Port Lincoln,AU,2022-02-01 03:28:09,-34.7333,135.8667,65.71,58,45,21.9
560,Hibbing,US,2022-02-01 03:28:09,47.4272,-92.9377,24.4,46,100,9.22
561,Hofn,IS,2022-02-01 03:28:09,64.2539,-15.2082,33.24,73,35,11.1
562,Toora-Khem,RU,2022-02-01 03:28:09,52.4675,96.11,-16.06,99,92,1.54
563,Asfi,MA,2022-02-01 03:28:10,32.2994,-9.2372,60.28,56,24,13.87
564,Kiunga,PG,2022-02-01 03:23:12,-6.1219,141.2906,80.91,77,100,1.45
565,Skibbereen,IE,2022-02-01 03:28:10,51.55,-9.2667,48.0,85,65,19.3
566,Ouesso,CG,2022-02-01 03:28:11,1.6136,16.0517,66.52,34,86,0.87
567,Iskateley,RU,2022-02-01 03:28:11,67.6803,53.1512,10.51,96,100,7.54
568,Fuente De Oro,CO,2022-02-01 03:28:11,3.4594,-73.6128,80.19,45,81,2.95
